EVENTMSGACTIONTYPE,EVENTMSGTYPE,EVENTNUM,GAME_ID,HOMEDESCRIPTION,NEUTRALDESCRIPTION,PCTIMESTRING,PERIOD,PERSON1TYPE,PERSON2TYPE,PERSON3TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ABBREVIATION,PLAYER1_TEAM_CITY,PLAYER1_TEAM_ID,PLAYER1_TEAM_NICKNAME,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ABBREVIATION,PLAYER2_TEAM_CITY,PLAYER2_TEAM_ID,PLAYER2_TEAM_NICKNAME,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ABBREVIATION,PLAYER3_TEAM_CITY,PLAYER3_TEAM_ID,PLAYER3_TEAM_NICKNAME,SCORE,SCOREMARGIN,VISITORDESCRIPTION,WCTIMESTRING
98,1,273,21500332,Cousins 4' Cutting Layup Shot (11 PTS) (Rondo 6 AST),,9:42,3,4,4,0,202326,DeMarcus Cousins,SAC,Sacramento,1610612758,Kings,200765,Rajon Rondo,SAC,Sacramento,1610612758,Kings,0,,,,,,43 - 52,9,,12:03 AM
2,6,274,21500332,Casspi S.FOUL (P2.T2) (S.Twardoski),,9:31,3,4,5,1,201956,Omri Casspi,SAC,Sacramento,1610612758,Kings,201167,Arron Afflalo,NYK,New York,1610612752,Knicks,0,,,,,,,,,12:03 AM
11,3,275,21500332,,,9:31,3,5,0,0,201167,Arron Afflalo,NYK,New York,1610612752,Knicks,0,,,,,,0,,,,,,44 - 52,8,Afflalo Free Throw 1 of 2 (9 PTS),12:04 AM
12,3,277,21500332,,,9:31,3,5,0,0,201167,Arron Afflalo,NYK,New York,1610612752,Knicks,0,,,,,,0,,,,,,45 - 52,7,Afflalo Free Throw 2 of 2 (10 PTS),12:04 AM
1,2,279,21500332,MISS Cousins 15' Jump Shot,,9:14,3,4,0,0,202326,DeMarcus Cousins,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,,,,12:04 AM
0,4,281,21500332,Gay REBOUND (Off:2 Def:3),,9:13,3,4,0,0,200752,Rudy Gay,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,,,,12:04 AM
97,2,280,21500332,MISS Gay 3' Tip Layup Shot,,9:13,3,4,0,0,200752,Rudy Gay,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,,,,12:04 AM
0,4,282,21500332,Rondo REBOUND (Off:1 Def:4),,9:11,3,4,0,0,200765,Rajon Rondo,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,,,,12:04 AM
66,1,284,21500332,Cousins 9' Jump Bank Shot (13 PTS) (Rondo 7 AST),,9:09,3,4,4,0,202326,DeMarcus Cousins,SAC,Sacramento,1610612758,Kings,200765,Rajon Rondo,SAC,Sacramento,1610612758,Kings,0,,,,,,45 - 54,9,,12:05 AM
2,6,285,21500332,,,9:09,3,5,4,1,201577,Robin Lopez,NYK,New York,1610612752,Knicks,202326,DeMarcus Cousins,SAC,Sacramento,1610612758,Kings,0,,,,,,,,Lopez S.FOUL (P3.T3) (S.Twardoski),12:05 AM
10,3,286,21500332,Cousins Free Throw 1 of 1 (14 PTS),,9:09,3,4,0,0,202326,DeMarcus Cousins,SAC,Sacramento,1610612758,Kings,0,,,,,,0,,,,,,45 - 55,10,,12:05 AM
